Import_ID,HS_Code,Product_Description,Country_of_Origin,Quantity_tonnes,Value_EUR,CO2_Embedded_tCO2,Transport_Mode,Customs_Regime,Sector,CBAM_Subject
8575,8501.10,Electronics product (8501.10),Turkey,429.18,298613.86,2.63,Road,Free circulation,Electronics,No
8576,2915.21,Chemicals product (2915.21),India,286.53,75448.93,0.72,Air,Inward processing,Chemicals,No
8577,6109.10,Textiles product (6109.10),China,257.96,149180.65,1.41,Rail,Inward processing,Textiles,No
8578,8429.52,Machinery product (8429.52),Ukraine,1266.11,378251.31,7.58,Road,Temporary admission,Machinery,No
8579,1006.30,Food product (1006.30),Saudi Arabia,522.56,148836.46,3.59,Sea,Free circulation,Food,No
8580,6109.10,Textiles product (6109.10),India,309.2,145427.0,2.68,Road,Inward processing,Textiles,No
8581,3901.10,Chemicals product (3901.10),USA,249.64,159389.34,0.43,Rail,Inward processing,Chemicals,No
8582,1006.30,Food product (1006.30),China,704.33,328433.02,4.25,Road,Free circulation,Food,No
8583,8429.52,Machinery product (8429.52),Egypt,201.82,116923.99,1.97,Rail,Free circulation,Machinery,No
8584,8413.70,Machinery product (8413.70),South Africa,370.64,236126.81,2.23,Road,Transit,Machinery,No
8585,0402.21,Food product (0402.21),Russia,1872.51,385084.63,15.22,Rail,Transit,Food,No
8586,5208.39,Textiles product (5208.39),Egypt,128.97,81240.51,0.91,Road,Transit,Textiles,No
8587,3901.10,Chemicals product (3901.10),India,746.81,160026.52,6.23,Air,Temporary admission,Chemicals,No
8588,8407.10,Machinery product (8407.10),China,1210.45,382804.22,6.05,Air,Temporary admission,Machinery,No
8589,8413.70,Machinery product (8413.70),Turkey,1654.82,502000.1,2.99,Air,Free circulation,Machinery,No
8590,1006.30,Food product (1006.30),USA,1823.45,606126.17,7.54,Sea,Temporary admission,Food,No
8591,5208.39,Textiles product (5208.39),Brazil,416.76,266081.9,1.23,Air,Transit,Textiles,No
8592,6109.10,Textiles product (6109.10),Ukraine,1276.98,802529.58,1.68,Rail,Free circulation,Textiles,No
8593,8471.30,Electronics product (8471.30),Brazil,1659.3,574714.57,11.49,Sea,Inward processing,Electronics,No
8594,8429.52,Machinery product (8429.52),China,751.09,388546.18,2.47,Road,Inward processing,Machinery,No
8595,8429.52,Machinery product (8429.52),Egypt,53.64,35867.59,0.06,Rail,Temporary admission,Machinery,No
8596,3901.10,Chemicals product (3901.10),Brazil,1649.96,332438.16,7.47,Sea,Inward processing,Chemicals,No
8597,8501.10,Electronics product (8501.10),Brazil,1646.76,368148.5,14.48,Air,Temporary admission,Electronics,No
8598,8429.52,Machinery product (8429.52),USA,1000.54,319864.71,6.97,Rail,Free circulation,Machinery,No
8599,1006.30,Food product (1006.30),China,689.37,212583.11,5.24,Sea,Temporary admission,Food,No
8600,8471.30,Electronics product (8471.30),South Africa,626.57,138135.87,5.18,Rail,Transit,Electronics,No
8601,8407.10,Machinery product (8407.10),India,1612.69,642739.89,9.26,Air,Temporary admission,Machinery,No
8602,1006.30,Food product (1006.30),South Africa,1395.19,565839.64,6.63,Sea,Free circulation,Food,No
8603,1701.99,Food product (1701.99),Saudi Arabia,1989.84,375252.5,12.6,Sea,Temporary admission,Food,No
8604,2915.21,Chemicals product (2915.21),Ukraine,1772.87,908292.76,15.83,Rail,Free circulation,Chemicals,No
8605,1006.30,Food product (1006.30),India,679.31,178791.53,5.88,Air,Temporary admission,Food,No
8606,2915.21,Chemicals product (2915.21),Russia,794.29,417645.14,1.85,Rail,Transit,Chemicals,No
8607,8471.30,Electronics product (8471.30),Saudi Arabia,1514.12,650147.37,5.17,Rail,Temporary admission,Electronics,No
8608,8429.52,Machinery product (8429.52),China,994.06,515088.27,1.1,Air,Temporary admission,Machinery,No
8609,8501.10,Electronics product (8501.10),Turkey,1278.56,543329.78,3.81,Road,Transit,Electronics,No
8610,8471.30,Electronics product (8471.30),Turkey,1508.43,425492.79,5.27,Rail,Transit,Electronics,No
8611,8407.10,Machinery product (8407.10),India,947.72,479252.34,8.87,Sea,Transit,Machinery,No
8612,8471.30,Electronics product (8471.30),Turkey,291.3,98424.7,0.47,Rail,Transit,Electronics,No
8613,6203.42,Textiles product (6203.42),USA,1519.52,560155.45,11.19,Rail,Temporary admission,Textiles,No
8614,2905.11,Chemicals product (2905.11),USA,651.17,394993.43,3.79,Rail,Free circulation,Chemicals,No
8615,1701.99,Food product (1701.99),India,1887.78,278048.82,10.63,Air,Inward processing,Food,No
8616,8517.12,Electronics product (8517.12),Turkey,1535.25,706355.61,1.86,Road,Temporary admission,Electronics,No
8617,8413.70,Machinery product (8413.70),Turkey,1944.95,542559.78,6.31,Sea,Free circulation,Machinery,No
8618,8471.30,Electronics product (8471.30),Russia,976.46,415283.42,7.71,Rail,Transit,Electronics,No
8619,2915.21,Chemicals product (2915.21),Egypt,792.61,288491.2,4.61,Rail,Transit,Chemicals,No
8620,2905.11,Chemicals product (2905.11),Ukraine,794.83,515629.15,6.88,Air,Inward processing,Chemicals,No
8621,8407.10,Machinery product (8407.10),Ukraine,915.4,91647.03,8.34,Sea,Free circulation,Machinery,No
8622,2915.21,Chemicals product (2915.21),India,257.43,63509.9,0.61,Sea,Transit,Chemicals,No
8623,8471.30,Electronics product (8471.30),Egypt,367.83,213976.47,2.29,Air,Temporary admission,Electronics,No
8624,1006.30,Food product (1006.30),Egypt,1912.63,456873.96,10.27,Rail,Inward processing,Food,No
8625,8471.30,Electronics product (8471.30),Turkey,1955.08,1164965.91,14.78,Sea,Free circulation,Electronics,No
8626,8517.12,Electronics product (8517.12),Brazil,386.06,216827.99,1.59,Rail,Temporary admission,Electronics,No
8627,8471.30,Electronics product (8471.30),Russia,1065.77,496112.45,6.91,Rail,Free circulation,Electronics,No
8628,0402.21,Food product (0402.21),Turkey,1455.78,723553.6,2.35,Sea,Free circulation,Food,No
8629,2915.21,Chemicals product (2915.21),Russia,920.12,458599.74,3.37,Sea,Inward processing,Chemicals,No
8630,8407.10,Machinery product (8407.10),Ukraine,632.98,110607.26,3.02,Air,Transit,Machinery,No
8631,3901.10,Chemicals product (3901.10),China,1973.79,535275.3,11.41,Sea,Inward processing,Chemicals,No
8632,3901.10,Chemicals product (3901.10),Saudi Arabia,1489.04,160962.79,13.56,Air,Free circulation,Chemicals,No
8633,8429.52,Machinery product (8429.52),Turkey,779.23,484267.75,1.05,Sea,Temporary admission,Machinery,No
8634,6203.42,Textiles product (6203.42),Russia,299.87,88017.14,1.23,Air,Transit,Textiles,No
8635,1006.30,Food product (1006.30),Egypt,1697.11,181116.71,11.49,Rail,Free circulation,Food,No
8636,1701.99,Food product (1701.99),Russia,271.31,161138.98,2.17,Rail,Transit,Food,No
8637,6203.42,Textiles product (6203.42),Egypt,1004.84,228713.98,6.74,Sea,Transit,Textiles,No
8638,8407.10,Machinery product (8407.10),China,320.95,68687.88,2.13,Air,Temporary admission,Machinery,No
8639,8407.10,Machinery product (8407.10),Ukraine,1982.54,1258192.25,12.57,Sea,Free circulation,Machinery,No
8640,3901.10,Chemicals product (3901.10),India,1081.69,756134.76,6.41,Air,Free circulation,Chemicals,No
8641,3901.10,Chemicals product (3901.10),Brazil,846.03,546309.76,2.63,Rail,Free circulation,Chemicals,No
8642,2915.21,Chemicals product (2915.21),Brazil,204.08,98051.06,0.38,Air,Transit,Chemicals,No
8643,8517.12,Electronics product (8517.12),Brazil,752.57,266519.98,4.46,Air,Transit,Electronics,No
8644,8501.10,Electronics product (8501.10),Russia,1983.4,461317.09,8.69,Rail,Free circulation,Electronics,No
8645,6109.10,Textiles product (6109.10),Ukraine,273.16,126901.43,2.06,Rail,Transit,Textiles,No
8646,6203.42,Textiles product (6203.42),Brazil,969.33,239907.97,6.39,Road,Inward processing,Textiles,No
8647,6203.42,Textiles product (6203.42),Russia,1082.92,219520.27,5.04,Air,Transit,Textiles,No
8648,6203.42,Textiles product (6203.42),Brazil,876.04,604091.47,7.57,Road,Transit,Textiles,No
8649,8501.10,Electronics product (8501.10),Brazil,1471.4,931787.91,11.21,Road,Free circulation,Electronics,No
8650,8407.10,Machinery product (8407.10),USA,1807.77,239948.69,9.23,Sea,Inward processing,Machinery,No
8651,1006.30,Food product (1006.30),Egypt,1496.33,673314.8,3.86,Road,Temporary admission,Food,No
8652,5208.39,Textiles product (5208.39),Brazil,687.58,199855.18,2.3,Air,Transit,Textiles,No
8653,6203.42,Textiles product (6203.42),Saudi Arabia,692.84,283310.57,6.02,Air,Free circulation,Textiles,No
8654,8429.52,Machinery product (8429.52),China,1486.64,893693.37,13.31,Rail,Transit,Machinery,No
8655,2905.11,Chemicals product (2905.11),India,838.14,257825.08,1.27,Sea,Free circulation,Chemicals,No
8656,2915.21,Chemicals product (2915.21),Turkey,1861.68,259692.84,14.28,Rail,Transit,Chemicals,No
8657,2915.21,Chemicals product (2915.21),Turkey,762.44,510277.05,3.64,Air,Free circulation,Chemicals,No
8658,5208.39,Textiles product (5208.39),Egypt,1635.05,440797.87,6.04,Air,Inward processing,Textiles,No
8659,8471.30,Electronics product (8471.30),USA,1195.08,835109.45,6.76,Sea,Free circulation,Electronics,No
8660,8407.10,Machinery product (8407.10),India,1873.25,1071030.49,15.29,Sea,Free circulation,Machinery,No
8661,3901.10,Chemicals product (3901.10),USA,877.56,291284.41,2.39,Air,Inward processing,Chemicals,No
8662,3901.10,Chemicals product (3901.10),Ukraine,1928.24,1302788.68,14.89,Road,Transit,Chemicals,No
8663,8413.70,Machinery product (8413.70),Brazil,599.54,148150.96,5.93,Sea,Free circulation,Machinery,No
8664,6109.10,Textiles product (6109.10),Turkey,142.42,86326.26,0.6,Air,Temporary admission,Textiles,No
8665,8501.10,Electronics product (8501.10),USA,843.55,505443.85,1.53,Sea,Temporary admission,Electronics,No
8666,1701.99,Food product (1701.99),Saudi Arabia,714.8,479784.17,5.21,Road,Temporary admission,Food,No
8667,2915.21,Chemicals product (2915.21),Egypt,1512.33,838591.8,2.34,Road,Inward processing,Chemicals,No
8668,2905.11,Chemicals product (2905.11),Turkey,414.38,163579.8,1.79,Sea,Temporary admission,Chemicals,No
8669,6203.42,Textiles product (6203.42),Turkey,827.72,470863.77,0.94,Rail,Free circulation,Textiles,No
8670,8501.10,Electronics product (8501.10),South Africa,1324.38,132525.59,2.08,Sea,Free circulation,Electronics,No
8671,6203.42,Textiles product (6203.42),India,822.49,497252.05,1.9,Air,Free circulation,Textiles,No
8672,5208.39,Textiles product (5208.39),Turkey,1113.7,564760.76,3.41,Sea,Free circulation,Textiles,No
8673,6109.10,Textiles product (6109.10),India,1029.54,665952.15,5.78,Air,Temporary admission,Textiles,No
8674,8501.10,Electronics product (8501.10),USA,323.07,154003.78,2.04,Air,Temporary admission,Electronics,No
8675,3901.10,Chemicals product (3901.10),Turkey,63.64,9823.26,0.15,Rail,Inward processing,Chemicals,No
8676,1006.30,Food product (1006.30),Egypt,281.22,71902.18,1.43,Road,Transit,Food,No
8677,6203.42,Textiles product (6203.42),Saudi Arabia,749.72,475614.82,4.88,Road,Transit,Textiles,No
8678,8471.30,Electronics product (8471.30),South Africa,1753.53,729860.56,3.17,Rail,Inward processing,Electronics,No
8679,8517.12,Electronics product (8517.12),Brazil,931.94,552845.01,2.56,Road,Free circulation,Electronics,No
8680,1701.99,Food product (1701.99),China,191.52,57008.0,0.86,Rail,Inward processing,Food,No
8681,3901.10,Chemicals product (3901.10),Ukraine,619.45,112209.94,2.02,Rail,Transit,Chemicals,No
8682,5208.39,Textiles product (5208.39),Turkey,1367.74,453483.92,9.15,Air,Transit,Textiles,No
8683,2915.21,Chemicals product (2915.21),Turkey,1077.24,462601.07,3.49,Air,Inward processing,Chemicals,No
8684,8407.10,Machinery product (8407.10),Ukraine,1047.87,119621.52,5.12,Rail,Inward processing,Machinery,No
8685,0402.21,Food product (0402.21),Russia,1149.52,240476.56,3.8,Air,Inward processing,Food,No
8686,8413.70,Machinery product (8413.70),China,446.87,63605.14,1.85,Road,Transit,Machinery,No
8687,1006.30,Food product (1006.30),Brazil,1958.14,611582.43,10.07,Road,Inward processing,Food,No
8688,5208.39,Textiles product (5208.39),South Africa,1309.64,640543.16,12.51,Air,Inward processing,Textiles,No
8689,8429.52,Machinery product (8429.52),Russia,1716.55,989368.63,16.42,Sea,Temporary admission,Machinery,No
8690,6203.42,Textiles product (6203.42),China,469.22,220642.5,4.22,Sea,Temporary admission,Textiles,No
8691,1006.30,Food product (1006.30),Saudi Arabia,1252.03,859458.85,2.38,Road,Free circulation,Food,No
8692,0402.21,Food product (0402.21),Russia,884.27,606978.62,3.91,Air,Temporary admission,Food,No
8693,8517.12,Electronics product (8517.12),Ukraine,1481.72,175201.15,10.75,Sea,Transit,Electronics,No
8694,8429.52,Machinery product (8429.52),South Africa,1869.91,616366.79,2.23,Rail,Transit,Machinery,No
8695,8517.12,Electronics product (8517.12),China,65.54,41631.92,0.49,Air,Transit,Electronics,No
8696,1701.99,Food product (1701.99),Brazil,222.31,29512.58,1.83,Sea,Temporary admission,Food,No
8697,8429.52,Machinery product (8429.52),Saudi Arabia,1621.62,279426.38,6.02,Road,Transit,Machinery,No
8698,8407.10,Machinery product (8407.10),China,1562.25,648720.0,15.01,Road,Inward processing,Machinery,No
8699,8471.30,Electronics product (8471.30),Saudi Arabia,967.31,489627.91,5.41,Air,Temporary admission,Electronics,No
8700,1006.30,Food product (1006.30),China,1886.5,639892.23,5.79,Sea,Temporary admission,Food,No
8701,6203.42,Textiles product (6203.42),India,660.0,403698.98,3.62,Road,Transit,Textiles,No
8702,2905.11,Chemicals product (2905.11),Egypt,714.96,304970.49,1.57,Air,Transit,Chemicals,No
8703,8429.52,Machinery product (8429.52),Russia,20.67,5546.81,0.13,Air,Free circulation,Machinery,No
8704,8429.52,Machinery product (8429.52),South Africa,1426.24,849991.37,13.32,Road,Inward processing,Machinery,No
8705,5208.39,Textiles product (5208.39),India,830.1,451831.8,1.39,Road,Inward processing,Textiles,No
8706,1006.30,Food product (1006.30),Russia,124.48,21768.91,0.63,Sea,Transit,Food,No
8707,8501.10,Electronics product (8501.10),Russia,430.45,117149.1,2.94,Rail,Temporary admission,Electronics,No
8708,8471.30,Electronics product (8471.30),Turkey,723.46,314287.62,3.41,Sea,Inward processing,Electronics,No
8709,5208.39,Textiles product (5208.39),India,346.25,50002.65,1.08,Road,Free circulation,Textiles,No
8710,2915.21,Chemicals product (2915.21),USA,124.82,58811.09,1.02,Air,Temporary admission,Chemicals,No
8711,2905.11,Chemicals product (2905.11),Ukraine,686.08,227961.49,5.73,Air,Inward processing,Chemicals,No
8712,8413.70,Machinery product (8413.70),South Africa,453.0,77687.76,2.5,Rail,Inward processing,Machinery,No
8713,1006.30,Food product (1006.30),Egypt,1295.92,595854.5,9.62,Sea,Temporary admission,Food,No
8714,8407.10,Machinery product (8407.10),South Africa,122.93,43876.29,0.39,Air,Free circulation,Machinery,No
8715,8429.52,Machinery product (8429.52),Russia,1520.65,948335.57,5.37,Sea,Inward processing,Machinery,No
8716,8429.52,Machinery product (8429.52),Turkey,199.48,50280.29,0.39,Air,Inward processing,Machinery,No
8717,6109.10,Textiles product (6109.10),Ukraine,651.62,275582.57,6.36,Rail,Inward processing,Textiles,No
8718,2905.11,Chemicals product (2905.11),USA,804.75,186721.28,2.01,Rail,Transit,Chemicals,No
8719,8407.10,Machinery product (8407.10),South Africa,354.35,76383.19,2.79,Rail,Temporary admission,Machinery,No
8720,3901.10,Chemicals product (3901.10),South Africa,131.45,91810.15,0.75,Sea,Free circulation,Chemicals,No
8721,3901.10,Chemicals product (3901.10),Saudi Arabia,1093.1,343821.85,7.88,Rail,Temporary admission,Chemicals,No
8722,3901.10,Chemicals product (3901.10),Egypt,948.2,282029.55,3.21,Air,Temporary admission,Chemicals,No
8723,1006.30,Food product (1006.30),Ukraine,1852.05,508561.28,9.13,Rail,Free circulation,Food,No
8724,6109.10,Textiles product (6109.10),Turkey,707.18,107284.37,1.89,Rail,Free circulation,Textiles,No
8725,2905.11,Chemicals product (2905.11),Turkey,387.11,199822.2,1.8,Air,Inward processing,Chemicals,No
8726,8429.52,Machinery product (8429.52),South Africa,1566.12,822793.33,4.27,Road,Inward processing,Machinery,No
8727,8471.30,Electronics product (8471.30),Brazil,1130.2,616801.35,7.57,Air,Free circulation,Electronics,No
8728,0402.21,Food product (0402.21),China,1204.03,654711.22,1.82,Road,Inward processing,Food,No
8729,1006.30,Food product (1006.30),China,1465.53,386303.68,9.01,Rail,Free circulation,Food,No
8730,8429.52,Machinery product (8429.52),Brazil,492.19,296933.57,2.62,Air,Transit,Machinery,No
8731,8501.10,Electronics product (8501.10),USA,1289.45,743302.45,11.68,Rail,Inward processing,Electronics,No
8732,8413.70,Machinery product (8413.70),China,1466.8,277608.25,12.75,Sea,Inward processing,Machinery,No
8733,5208.39,Textiles product (5208.39),Saudi Arabia,1240.97,577882.32,11.53,Air,Inward processing,Textiles,No
8734,2905.11,Chemicals product (2905.11),China,505.17,123136.49,2.84,Rail,Transit,Chemicals,No
8735,6203.42,Textiles product (6203.42),USA,1504.22,554071.05,10.09,Road,Transit,Textiles,No
8736,6109.10,Textiles product (6109.10),USA,910.52,424513.84,7.65,Air,Transit,Textiles,No
8737,2915.21,Chemicals product (2915.21),Brazil,369.15,190934.39,2.99,Sea,Temporary admission,Chemicals,No
8738,6203.42,Textiles product (6203.42),China,899.75,264472.65,1.01,Sea,Transit,Textiles,No
8739,8413.70,Machinery product (8413.70),Egypt,1596.24,473705.28,6.73,Air,Transit,Machinery,No
8740,1006.30,Food product (1006.30),South Africa,678.65,270946.67,4.97,Air,Inward processing,Food,No
8741,8429.52,Machinery product (8429.52),Turkey,1546.01,518751.96,10.77,Sea,Free circulation,Machinery,No
8742,3901.10,Chemicals product (3901.10),Saudi Arabia,1444.16,401693.68,2.7,Air,Free circulation,Chemicals,No
8743,5208.39,Textiles product (5208.39),South Africa,1790.38,906414.94,12.23,Rail,Free circulation,Textiles,No
8744,8471.30,Electronics product (8471.30),Ukraine,127.22,75151.89,0.78,Sea,Inward processing,Electronics,No
8745,8501.10,Electronics product (8501.10),Russia,1697.29,1162196.77,16.32,Road,Inward processing,Electronics,No
8746,3901.10,Chemicals product (3901.10),South Africa,1713.62,182617.78,15.37,Air,Temporary admission,Chemicals,No
8747,8517.12,Electronics product (8517.12),China,159.37,97329.87,0.56,Rail,Free circulation,Electronics,No
8748,8517.12,Electronics product (8517.12),Turkey,1224.04,150362.22,9.72,Sea,Inward processing,Electronics,No
8749,8517.12,Electronics product (8517.12),Brazil,232.3,80471.72,1.94,Road,Temporary admission,Electronics,No
8750,5208.39,Textiles product (5208.39),USA,1393.74,144427.17,6.45,Rail,Transit,Textiles,No
8751,8471.30,Electronics product (8471.30),Turkey,93.44,47103.1,0.91,Sea,Transit,Electronics,No
8752,8501.10,Electronics product (8501.10),USA,1313.97,308288.19,5.51,Sea,Free circulation,Electronics,No
8753,6203.42,Textiles product (6203.42),Russia,1953.53,457968.87,11.83,Road,Transit,Textiles,No
8754,8407.10,Machinery product (8407.10),Saudi Arabia,806.9,452662.17,7.11,Rail,Temporary admission,Machinery,No
8755,5208.39,Textiles product (5208.39),China,688.27,341545.6,4.09,Rail,Inward processing,Textiles,No
8756,8517.12,Electronics product (8517.12),USA,564.1,148451.08,3.3,Air,Transit,Electronics,No
8757,1701.99,Food product (1701.99),India,316.47,185605.2,0.51,Sea,Inward processing,Food,No
8758,8407.10,Machinery product (8407.10),Ukraine,198.2,60517.55,0.41,Rail,Temporary admission,Machinery,No
8759,8407.10,Machinery product (8407.10),South Africa,956.64,325071.57,7.17,Sea,Transit,Machinery,No
8760,6203.42,Textiles product (6203.42),India,1906.48,1052634.62,4.99,Sea,Inward processing,Textiles,No
8761,1701.99,Food product (1701.99),Russia,1871.69,627540.33,9.86,Rail,Free circulation,Food,No
8762,8407.10,Machinery product (8407.10),Ukraine,848.94,227794.55,7.69,Rail,Temporary admission,Machinery,No
8763,2905.11,Chemicals product (2905.11),South Africa,671.16,300114.48,2.12,Air,Temporary admission,Chemicals,No
8764,2915.21,Chemicals product (2915.21),USA,1596.78,901412.96,5.86,Road,Free circulation,Chemicals,No
8765,8413.70,Machinery product (8413.70),Egypt,1366.29,713646.22,8.28,Sea,Inward processing,Machinery,No
8766,2905.11,Chemicals product (2905.11),Turkey,1205.19,535915.19,2.09,Sea,Temporary admission,Chemicals,No
8767,8413.70,Machinery product (8413.70),Turkey,1343.83,513161.65,6.65,Air,Inward processing,Machinery,No
8768,8471.30,Electronics product (8471.30),Saudi Arabia,1721.4,196129.48,5.61,Rail,Free circulation,Electronics,No
8769,1701.99,Food product (1701.99),Egypt,251.59,30493.87,0.88,Sea,Free circulation,Food,No
8770,8517.12,Electronics product (8517.12),Egypt,1977.07,518264.19,13.79,Rail,Inward processing,Electronics,No
8771,3901.10,Chemicals product (3901.10),Brazil,245.41,113160.66,2.42,Road,Temporary admission,Chemicals,No
8772,1701.99,Food product (1701.99),Russia,590.76,359681.49,5.89,Sea,Transit,Food,No
8773,5208.39,Textiles product (5208.39),USA,1181.22,337404.46,8.34,Sea,Inward processing,Textiles,No
8774,1006.30,Food product (1006.30),Egypt,1691.25,343002.66,8.58,Sea,Temporary admission,Food,No
8775,8413.70,Machinery product (8413.70),USA,645.18,174208.53,5.64,Air,Transit,Machinery,No
8776,8407.10,Machinery product (8407.10),Turkey,849.09,257652.8,5.46,Air,Free circulation,Machinery,No
8777,8501.10,Electronics product (8501.10),Brazil,446.61,106264.64,2.54,Sea,Temporary admission,Electronics,No
8778,5208.39,Textiles product (5208.39),Ukraine,824.45,228363.94,1.22,Road,Transit,Textiles,No
8779,5208.39,Textiles product (5208.39),Saudi Arabia,1046.34,617304.53,9.06,Rail,Free circulation,Textiles,No
8780,8501.10,Electronics product (8501.10),Ukraine,478.53,220020.78,4.16,Air,Transit,Electronics,No
8781,8407.10,Machinery product (8407.10),Egypt,823.36,542826.5,7.51,Road,Transit,Machinery,No
8782,0402.21,Food product (0402.21),Brazil,424.19,108329.18,1.11,Rail,Temporary admission,Food,No
8783,8517.12,Electronics product (8517.12),South Africa,400.15,257983.61,3.75,Sea,Transit,Electronics,No
8784,2915.21,Chemicals product (2915.21),China,113.28,51674.03,0.69,Air,Transit,Chemicals,No
8785,1006.30,Food product (1006.30),USA,787.19,377078.62,7.5,Sea,Temporary admission,Food,No
8786,0402.21,Food product (0402.21),Egypt,348.81,60081.32,0.45,Sea,Temporary admission,Food,No
8787,8517.12,Electronics product (8517.12),Brazil,734.03,222100.66,3.58,Rail,Temporary admission,Electronics,No
8788,3901.10,Chemicals product (3901.10),Russia,1011.59,561123.3,4.58,Air,Free circulation,Chemicals,No
8789,2905.11,Chemicals product (2905.11),Russia,667.92,398165.34,5.78,Rail,Free circulation,Chemicals,No
8790,8501.10,Electronics product (8501.10),South Africa,473.2,136661.62,3.99,Rail,Transit,Electronics,No
8791,8429.52,Machinery product (8429.52),Egypt,168.02,49651.27,0.85,Rail,Transit,Machinery,No
8792,5208.39,Textiles product (5208.39),Turkey,382.27,79492.48,1.84,Sea,Transit,Textiles,No
8793,8471.30,Electronics product (8471.30),USA,1511.5,913157.29,14.83,Rail,Free circulation,Electronics,No
8794,6109.10,Textiles product (6109.10),Brazil,157.23,36164.37,1.23,Road,Transit,Textiles,No
8795,6203.42,Textiles product (6203.42),Egypt,1085.79,322053.85,3.09,Air,Free circulation,Textiles,No
8796,3901.10,Chemicals product (3901.10),Russia,568.15,203155.31,1.47,Road,Temporary admission,Chemicals,No
8797,1701.99,Food product (1701.99),Russia,1928.81,317391.6,19.04,Sea,Temporary admission,Food,No
8798,6203.42,Textiles product (6203.42),South Africa,1685.37,596437.22,12.91,Road,Transit,Textiles,No
8799,1006.30,Food product (1006.30),Ukraine,1346.32,306923.47,5.45,Sea,Temporary admission,Food,No
8800,6109.10,Textiles product (6109.10),Brazil,1031.11,497723.51,6.07,Air,Temporary admission,Textiles,No
8801,8407.10,Machinery product (8407.10),China,951.25,348054.16,5.22,Air,Transit,Machinery,No
8802,8407.10,Machinery product (8407.10),USA,874.36,371426.42,7.86,Road,Temporary admission,Machinery,No
8803,3901.10,Chemicals product (3901.10),Brazil,1269.33,677279.61,8.09,Rail,Transit,Chemicals,No
8804,8407.10,Machinery product (8407.10),Saudi Arabia,1289.61,576468.43,1.6,Road,Temporary admission,Machinery,No
8805,8501.10,Electronics product (8501.10),Ukraine,1999.2,240234.96,9.11,Air,Temporary admission,Electronics,No
8806,8517.12,Electronics product (8517.12),Ukraine,219.18,34664.87,1.78,Sea,Free circulation,Electronics,No
8807,6203.42,Textiles product (6203.42),Egypt,857.59,497988.13,2.96,Rail,Inward processing,Textiles,No
8808,8471.30,Electronics product (8471.30),Brazil,520.36,130474.46,3.41,Sea,Inward processing,Electronics,No
8809,8501.10,Electronics product (8501.10),Russia,1631.85,605998.28,7.2,Sea,Transit,Electronics,No
8810,1006.30,Food product (1006.30),India,1947.42,331163.49,10.48,Air,Temporary admission,Food,No
8811,2915.21,Chemicals product (2915.21),China,822.89,130737.44,2.81,Air,Transit,Chemicals,No
8812,8413.70,Machinery product (8413.70),Saudi Arabia,66.6,41703.09,0.43,Rail,Temporary admission,Machinery,No
8813,8471.30,Electronics product (8471.30),Brazil,1631.89,673860.7,10.44,Air,Transit,Electronics,No
8814,1006.30,Food product (1006.30),India,1404.7,905760.36,2.56,Air,Free circulation,Food,No
8815,5208.39,Textiles product (5208.39),Russia,668.59,351287.69,6.44,Sea,Free circulation,Textiles,No
8816,8413.70,Machinery product (8413.70),Turkey,1961.81,947283.12,5.38,Air,Temporary admission,Machinery,No
8817,8501.10,Electronics product (8501.10),Turkey,247.23,165057.22,1.21,Air,Free circulation,Electronics,No
8818,0402.21,Food product (0402.21),Turkey,397.68,262602.23,0.77,Road,Temporary admission,Food,No
8819,0402.21,Food product (0402.21),South Africa,1461.85,694609.45,2.62,Sea,Free circulation,Food,No
8820,1006.30,Food product (1006.30),Turkey,684.11,129952.45,4.41,Rail,Transit,Food,No
8821,2915.21,Chemicals product (2915.21),Brazil,959.45,98406.06,9.38,Air,Inward processing,Chemicals,No
8822,8407.10,Machinery product (8407.10),Turkey,705.67,179891.26,2.12,Sea,Temporary admission,Machinery,No
8823,8501.10,Electronics product (8501.10),Brazil,326.04,228059.19,1.19,Sea,Transit,Electronics,No
8824,8413.70,Machinery product (8413.70),Turkey,816.97,508819.99,5.54,Air,Temporary admission,Machinery,No
8825,1006.30,Food product (1006.30),USA,743.7,475222.11,5.76,Sea,Transit,Food,No
8826,3901.10,Chemicals product (3901.10),Brazil,463.52,225383.54,4.31,Air,Free circulation,Chemicals,No
8827,8407.10,Machinery product (8407.10),Saudi Arabia,997.96,539065.5,9.72,Rail,Temporary admission,Machinery,No
8828,1701.99,Food product (1701.99),Saudi Arabia,1383.92,223452.17,4.43,Road,Temporary admission,Food,No
8829,8413.70,Machinery product (8413.70),South Africa,1194.24,316871.87,11.49,Rail,Inward processing,Machinery,No
8830,3901.10,Chemicals product (3901.10),South Africa,816.65,305703.33,5.97,Rail,Inward processing,Chemicals,No
8831,0402.21,Food product (0402.21),Turkey,1053.26,346825.44,1.78,Air,Temporary admission,Food,No
8832,2905.11,Chemicals product (2905.11),Saudi Arabia,1196.93,742752.54,8.58,Sea,Transit,Chemicals,No
8833,3901.10,Chemicals product (3901.10),China,769.18,135864.6,6.42,Road,Free circulation,Chemicals,No
8834,8471.30,Electronics product (8471.30),Russia,1884.08,627330.43,14.24,Rail,Inward processing,Electronics,No
8835,8517.12,Electronics product (8517.12),Egypt,827.42,332093.43,7.06,Air,Transit,Electronics,No
8836,3901.10,Chemicals product (3901.10),Russia,176.01,73607.59,0.52,Air,Transit,Chemicals,No
